score,reasons,composer,work_a_id,work_a_title,work_a_sources,work_b_id,work_b_title,work_b_sources
0.959,same-instrumentation,"Bolliger, Phillip",537873,Greek Dance No. 10,sheerpluck|ds=1,537874,Greek Dance No. 5,sheerpluck|ds=1
0.959,same-instrumentation,"Bolliger, Phillip",537873,Greek Dance No. 10,sheerpluck|ds=1,537875,Greek Dance No. 6,sheerpluck|ds=1
0.959,same-instrumentation,"Bolliger, Phillip",537873,Greek Dance No. 10,sheerpluck|ds=1,537876,Greek Dance No. 7,sheerpluck|ds=1
0.959,same-instrumentation,"Bolliger, Phillip",537873,Greek Dance No. 10,sheerpluck|ds=1,537877,Greek Dance No. 8,sheerpluck|ds=1
0.959,same-instrumentation,"Bolliger, Phillip",537873,Greek Dance No. 10,sheerpluck|ds=1,537878,Greek Dance No. 9,sheerpluck|ds=1
0.959,same-instrumentation,"Borges, Raúl",538115,Canción de Cuna en Re Mayor,sheerpluck|ds=1,538116,Canción de Cuna en Sol Mayor,sheerpluck|ds=1
0.959,same-instrumentation,"Branca, Glenn",539086,Lesson No. 1,sheerpluck|ds=1,539087,Lesson No. 2,sheerpluck|ds=1
0.959,same-instrumentation,"Chadwick, Roland",543385,Sonata No.1,sheerpluck|ds=1,543386,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544750,Studie No.1,sheerpluck|ds=1,544751,Studie No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544750,Studie No.1,sheerpluck|ds=1,544752,Studie No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544750,Studie No.1,sheerpluck|ds=1,544753,Studie No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544751,Studie No.2,sheerpluck|ds=1,544752,Studie No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544751,Studie No.2,sheerpluck|ds=1,544753,Studie No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Coeck, Armand",544752,Studie No.3,sheerpluck|ds=1,544753,Studie No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Costa, Carlé",545851,Sonata No.1,sheerpluck|ds=1,545852,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Costa, Carlé",545851,Sonata No.1,sheerpluck|ds=1,545853,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Costa, Carlé",545852,Sonata No.2,sheerpluck|ds=1,545853,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Devreese, Frédéric",548334,Passage à 5,sheerpluck|ds=1,548335,Passage à 6,sheerpluck|ds=1
0.959,same-instrumentation,"Drambyan, Davit",549627,Sonata No.1,sheerpluck|ds=1,549628,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Eastwood, Tony",550731,"Sonata No.1 (Eastwood, Tony)",imslp|ds=2,550732,"Sonata No.2 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Eastwood, Tony",550731,"Sonata No.1 (Eastwood, Tony)",imslp|ds=2,550733,"Sonata No.5 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Eastwood, Tony",550731,"Sonata No.1 (Eastwood, Tony)",imslp|ds=2,550734,"Sonata No.6 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Eastwood, Tony",550732,"Sonata No.2 (Eastwood, Tony)",imslp|ds=2,550733,"Sonata No.5 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Eastwood, Tony",550732,"Sonata No.2 (Eastwood, Tony)",imslp|ds=2,550734,"Sonata No.6 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Eastwood, Tony",550733,"Sonata No.5 (Eastwood, Tony)",imslp|ds=2,550734,"Sonata No.6 (Eastwood, Tony)",imslp|ds=2
0.959,same-instrumentation,"Fabini, Eduardo",551927,"Triste No.1 (Fabini, Eduardo)",imslp|ds=2,551928,"Triste No.2 (Fabini, Eduardo)",imslp|ds=2
0.959,same-instrumentation,"Fletcher, Nick",553443,Sonata No.1,sheerpluck|ds=1,553444,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Fongaard, Bjørn",553753,Sonata No.1,sheerpluck|ds=1,553754,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Gilardino, Angelo",556764,Sonata No.1,sheerpluck|ds=1,556765,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557498,Sonata No.1,sheerpluck|ds=1,557499,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557498,Sonata No.1,sheerpluck|ds=1,557500,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557498,Sonata No.1,sheerpluck|ds=1,557501,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557499,Sonata No.2,sheerpluck|ds=1,557500,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557499,Sonata No.2,sheerpluck|ds=1,557501,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"González Christen, Francisco",557500,Sonata No.3,sheerpluck|ds=1,557501,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Guastavino, Carlos",558702,Sonata No.1,sheerpluck|ds=1,558703,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Guastavino, Carlos",558702,Sonata No.1,sheerpluck|ds=1,558704,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Guastavino, Carlos",558703,Sonata No.2,sheerpluck|ds=1,558704,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Hadjimarkou, George",559392,Sonata No.1,sheerpluck|ds=1,559393,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Hadjimarkou, George",559392,Sonata No.1,sheerpluck|ds=1,559394,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Hadjimarkou, George",559393,Sonata No.2,sheerpluck|ds=1,559394,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Johanson, Bryan",564391,Sonata No.2,sheerpluck|ds=1,564392,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Johanson, Bryan",564391,Sonata No.2,sheerpluck|ds=1,564393,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Johanson, Bryan",564392,Sonata No.3,sheerpluck|ds=1,564393,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Johnson, Lawrence",564455,Sonata No.1,sheerpluck|ds=1,564456,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Johnson, Lawrence",564455,Sonata No.1,sheerpluck|ds=1,564457,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Johnson, Lawrence",564456,Sonata No.2,sheerpluck|ds=1,564457,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Küffner, Joseph",568739,"Serenade for Violin and Guitar, Op.24 (Küffner, Joseph)",imslp|ds=2,568745,"Serenade for Violin, Viola and Guitar, Op.214 (Küffner, Joseph)",imslp|ds=2
0.959,same-instrumentation,"Le Cocq, François",569688,"Gavotte, f.2 (Le Cocq, François)",imslp|ds=2,569689,"Gavotte, f.5 (Le Cocq, François)",imslp|ds=2
0.959,same-instrumentation,"Lehrman, Leonard J.",570056,Sonnetina #1,sheerpluck|ds=1,570057,Sonnetina #5,sheerpluck|ds=1
0.959,same-instrumentation,"Lehrman, Leonard J.",570056,Sonnetina #1,sheerpluck|ds=1,570058,Sonnetina #6,sheerpluck|ds=1
0.959,same-instrumentation,"Lehrman, Leonard J.",570056,Sonnetina #1,sheerpluck|ds=1,570059,Sonnetina #7,sheerpluck|ds=1
0.959,same-instrumentation,"Lehrman, Leonard J.",570057,Sonnetina #5,sheerpluck|ds=1,570058,Sonnetina #6,sheerpluck|ds=1
0.959,same-instrumentation,"Lehrman, Leonard J.",570057,Sonnetina #5,sheerpluck|ds=1,570059,Sonnetina #7,sheerpluck|ds=1
0.959,same-instrumentation,"Lehrman, Leonard J.",570058,Sonnetina #6,sheerpluck|ds=1,570059,Sonnetina #7,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571955,Sonata No.1,sheerpluck|ds=1,571958,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571955,Sonata No.1,sheerpluck|ds=1,571959,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571955,Sonata No.1,sheerpluck|ds=1,571960,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571958,Sonata No.2,sheerpluck|ds=1,571959,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571958,Sonata No.2,sheerpluck|ds=1,571960,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Lázaro Villena, José",571959,Sonata No.3,sheerpluck|ds=1,571960,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Meyer, Jan Philipp",575535,Sonate No.1,sheerpluck|ds=1,575536,Sonate No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Meyers, Randall",575584,Preludes Nos.10-12 for Solo Guitar,sheerpluck|ds=1,575585,Preludes Nos.6-9 for Solo Guitar,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576210,Frammento A,sheerpluck|ds=1,576211,Frammento B,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576210,Frammento A,sheerpluck|ds=1,576213,Frammento D,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576210,Frammento A,sheerpluck|ds=1,576214,Frammento E,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576210,Frammento A,sheerpluck|ds=1,576215,Frammento F,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576210,Frammento A,sheerpluck|ds=1,576216,Frammento G,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576211,Frammento B,sheerpluck|ds=1,576213,Frammento D,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576211,Frammento B,sheerpluck|ds=1,576214,Frammento E,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576211,Frammento B,sheerpluck|ds=1,576215,Frammento F,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576211,Frammento B,sheerpluck|ds=1,576216,Frammento G,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576213,Frammento D,sheerpluck|ds=1,576214,Frammento E,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576213,Frammento D,sheerpluck|ds=1,576215,Frammento F,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576213,Frammento D,sheerpluck|ds=1,576216,Frammento G,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576214,Frammento E,sheerpluck|ds=1,576215,Frammento F,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576214,Frammento E,sheerpluck|ds=1,576216,Frammento G,sheerpluck|ds=1
0.959,same-instrumentation,"Molino, Pippo",576215,Frammento F,sheerpluck|ds=1,576216,Frammento G,sheerpluck|ds=1
0.959,same-instrumentation,"Orosco, Maurício",580570,Estudo No.1,sheerpluck|ds=1,580571,Estudo No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Padovec, Ivan",581066,"Introduction and Variations, Op.13 (Padovec, Ivan)",imslp|ds=2,581073,"Introduction und Variationen, Op.5 (Padovec, Ivan)",imslp|ds=2
0.959,same-instrumentation,"Pagh-Paan, Younghi",581191,Hang-Sang I,sheerpluck|ds=1,581193,Hang-Sang V,sheerpluck|ds=1
0.959,same-instrumentation,"Persano, Oronzo",582714,Fabula No.1,sheerpluck|ds=1,582715,Fabula No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Persano, Oronzo",582714,Fabula No.1,sheerpluck|ds=1,582716,Fabula No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Persano, Oronzo",582715,Fabula No.2,sheerpluck|ds=1,582716,Fabula No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582802,Sonata no.1,sheerpluck|ds=1,582803,Sonata no.2,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582802,Sonata no.1,sheerpluck|ds=1,582804,Sonata no.3,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582802,Sonata no.1,sheerpluck|ds=1,582805,Sonata no.4,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582802,Sonata no.1,sheerpluck|ds=1,582806,Sonata no.5,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582803,Sonata no.2,sheerpluck|ds=1,582804,Sonata no.3,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582803,Sonata no.2,sheerpluck|ds=1,582805,Sonata no.4,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582803,Sonata no.2,sheerpluck|ds=1,582806,Sonata no.5,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582804,Sonata no.3,sheerpluck|ds=1,582805,Sonata no.4,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582804,Sonata no.3,sheerpluck|ds=1,582806,Sonata no.5,sheerpluck|ds=1
0.959,same-instrumentation,"Perón Cano, Carlos",582805,Sonata no.4,sheerpluck|ds=1,582806,Sonata no.5,sheerpluck|ds=1
0.959,same-instrumentation,"Pérez de Zavala, Miguel",584935,"Gigue, f.105 (Pérez de Zavala, Miguel)",imslp|ds=2,584936,"Gigue, f.109 (Pérez de Zavala, Miguel)",imslp|ds=2
0.959,same-instrumentation,"Pérez Valero, Luis",585079,Sonata No.1,sheerpluck|ds=1,585080,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Pérez Valero, Luis",585079,Sonata No.1,sheerpluck|ds=1,585081,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Pérez Valero, Luis",585080,Sonata No.2,sheerpluck|ds=1,585081,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Roberts, Mark D.",587097,"Opus Eleven, Number One",sheerpluck|ds=1,587098,"Opus Eleven, Number Two",sheerpluck|ds=1
0.959,same-instrumentation,"Rodríguez Ortiz, Alberto",587544,Sonata No.1,sheerpluck|ds=1,587545,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Rodríguez Ortiz, Alberto",587544,Sonata No.1,sheerpluck|ds=1,587546,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Rodríguez Ortiz, Alberto",587545,Sonata No.2,sheerpluck|ds=1,587546,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Saklar, Ceyhun",589731,Sonata No.1,sheerpluck|ds=1,589732,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Santa Cruz, Antonio de",590169,"Canario, f.5 (Santa Cruz, Antonio de)",imslp|ds=2,590170,"Canario, f.6 (Santa Cruz, Antonio de)",imslp|ds=2
0.959,same-instrumentation,"Santórsola, Guido",590280,Sonata No.1,sheerpluck|ds=1,590281,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590280,Sonata No.1,sheerpluck|ds=1,590282,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590280,Sonata No.1,sheerpluck|ds=1,590283,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590280,Sonata No.1,sheerpluck|ds=1,590284,Sonata No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590281,Sonata No.2,sheerpluck|ds=1,590282,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590281,Sonata No.2,sheerpluck|ds=1,590283,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590281,Sonata No.2,sheerpluck|ds=1,590284,Sonata No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590282,Sonata No.3,sheerpluck|ds=1,590283,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590282,Sonata No.3,sheerpluck|ds=1,590284,Sonata No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Santórsola, Guido",590283,Sonata No.4,sheerpluck|ds=1,590284,Sonata No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Sanz, Gaspar",590313,"Granduque 1 (Sanz, Gaspar)",imslp|ds=2,590314,"Granduque 2 (Sanz, Gaspar)",imslp|ds=2
0.959,same-instrumentation,"Scheidler, Christian Gottlieb",590882,"Sonata No.1 (Scheidler, Christian Gottlieb)",imslp|ds=2,590883,"Sonata No.2 (Scheidler, Christian Gottlieb)",imslp|ds=2
0.959,same-instrumentation,"Schuttenhelm, Thomas",591799,Sonata No.1,sheerpluck|ds=1,591800,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593268,Triste No.1,sheerpluck|ds=1,593269,Triste No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593268,Triste No.1,sheerpluck|ds=1,593270,Triste No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593268,Triste No.1,sheerpluck|ds=1,593271,Triste No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593269,Triste No.2,sheerpluck|ds=1,593270,Triste No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593269,Triste No.2,sheerpluck|ds=1,593271,Triste No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Sinópoli, Antonio",593270,Triste No.3,sheerpluck|ds=1,593271,Triste No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Smith, Mark Charles",593718,Sonata No.1,sheerpluck|ds=1,593719,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Smith, Mark Charles",593718,Sonata No.1,sheerpluck|ds=1,593720,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Smith, Mark Charles",593719,Sonata No.2,sheerpluck|ds=1,593720,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Strajnar, Ales",595471,Sonata No.1,sheerpluck|ds=1,595472,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Strajnar, Ales",595471,Sonata No.1,sheerpluck|ds=1,595473,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Strajnar, Ales",595472,Sonata No.2,sheerpluck|ds=1,595473,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596122,Sonata No.1,sheerpluck|ds=1,596123,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596122,Sonata No.1,sheerpluck|ds=1,596124,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596122,Sonata No.1,sheerpluck|ds=1,596125,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596123,Sonata No.2,sheerpluck|ds=1,596124,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596123,Sonata No.2,sheerpluck|ds=1,596125,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Swierkosz-Lenart, Kevin",596124,Sonata No.3,sheerpluck|ds=1,596125,Sonata No.4,sheerpluck|ds=1
0.959,same-instrumentation,"Szalonek, Witold",596263,Oberek No.1,sheerpluck|ds=1,596264,Oberek No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Szalonek, Witold",596263,Oberek No.1,sheerpluck|ds=1,596265,Oberek No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Szalonek, Witold",596264,Oberek No.2,sheerpluck|ds=1,596265,Oberek No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Teixeira, Nicanor",597248,Estudo No.2,sheerpluck|ds=1,597249,Estudo No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Torrent, Jaume",598131,Sonata No.1,sheerpluck|ds=1,598132,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Torrent, Jaume",598131,Sonata No.1,sheerpluck|ds=1,598133,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Torrent, Jaume",598132,Sonata No.2,sheerpluck|ds=1,598133,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Tárrega, Francisco",598902,"5 Preludios (Tárrega, Francisco)",imslp|ds=2,598903,"6 Preludios (Tárrega, Francisco)",imslp|ds=2
0.959,same-instrumentation,"Vaira, Claudio",599590,Ricercare 1,sheerpluck|ds=1,599591,Ricercare 2,sheerpluck|ds=1
0.959,same-instrumentation,"Vargas Wallis, Darwin Horacio",599844,Sonata No.2,sheerpluck|ds=1,599845,Sonata No.5,sheerpluck|ds=1
0.959,same-instrumentation,"Verbraeken, Carl",600137,"Zoetblad, 2e",sheerpluck|ds=1,600138,"Zoetblad, 3e",sheerpluck|ds=1
0.959,same-instrumentation,"Wedlich, Ulrich",601920,Sonate Nr.1,sheerpluck|ds=1,601921,Sonate Nr.2,sheerpluck|ds=1
0.959,same-instrumentation,"Wright, Brian",603412,Sonata No.1,sheerpluck|ds=1,603413,Sonata No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Wright, Brian",603412,Sonata No.1,sheerpluck|ds=1,603414,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Wright, Brian",603413,Sonata No.2,sheerpluck|ds=1,603414,Sonata No.3,sheerpluck|ds=1
0.959,same-instrumentation,"Yep, Virginia",603732,Tiento Nr. 1,sheerpluck|ds=1,603733,Tiento Nr. 2,sheerpluck|ds=1
0.959,same-instrumentation,"Zaradin, John",604218,Choros No.1,sheerpluck|ds=1,604219,Choros No.2,sheerpluck|ds=1
0.959,same-instrumentation,"Ștefănescu-Pătrașcu, Cătălin",604930,Sonata No.1,sheerpluck|ds=1,604931,Sonata No.2,sheerpluck|ds=1
0.958,,"Morleo, Luigi",576887,Nessun popolo oppresso 5,sheerpluck|ds=1,576888,Nessun popolo oppresso 7,sheerpluck|ds=1
0.958,,"Rääts, Jaan",589255,Piece Without Title No.1,sheerpluck|ds=1,589256,Piece Without Title No.4,sheerpluck|ds=1
0.957,substring,"Castellacci, Luigi",542615,"Fantaisie et Variations dialoguées, Op.49 (Castellacci, Luigi)",imslp|ds=2,542616,"Fantaisie et Variations, Op.47 (Castellacci, Luigi)",imslp|ds=2
0.957,,"Moss, Piotr",577022,Dédicace II,sheerpluck|ds=1,577024,Dédicace VII,sheerpluck|ds=1
0.957,,"Wolpe, Michael",603271,Hommage à Ben-Haim No.4,sheerpluck|ds=1,603272,Hommage à Ben-Haim No.5,sheerpluck|ds=1
0.956,same-instrumentation,"Castilla-Ávila, Agustín",542825,Something to do with a harp,sheerpluck|ds=1,542826,Something to do with a hug,sheerpluck|ds=1
0.956,same-instrumentation,"Monballieu, Paul",576268,Valse Ignoble et Sentimentale,sheerpluck|ds=1,576269,Valse Lente Ignoble et Sentimentale,sheerpluck|ds=1
0.956,same-instrumentation,"Torrent, Jaume",598112,Fantasia-Sonata No.1 en Mi Major,sheerpluck|ds=1,598113,Fantasia-Sonata No.2 en Mi Menor,sheerpluck|ds=1
0.956,same-instrumentation,"Torrent, Jaume",598113,Fantasia-Sonata No.2 en Mi Menor,sheerpluck|ds=1,598115,Fantasia-Sonata No.4 en Re Menor,sheerpluck|ds=1
0.955,same-instrumentation,"Carulli, Ferdinando",542313,"Fantaisie & Variations, Op.287 (Carulli, Ferdinando)",imslp|ds=2,542325,"Fantasie et Variations, Op.98 (Carulli, Ferdinando)",imslp|ds=2
0.955,,"Dumigan, Chris",550117,Fantasy - Sketches Set 1,sheerpluck|ds=1,550118,Fantasy - Sketches Set 2,sheerpluck|ds=1
0.955,,"Ritchie, Anthony",586948,Three pieces for viola and guitar,sheerpluck|ds=1,586949,Three Pieces for Violin and Guitar,sheerpluck|ds=1
0.955,,"Roselli, Eros",588089,Pasticcio musicale n. 1,sheerpluck|ds=1,588090,Pasticcio musicale n. 2,sheerpluck|ds=1
0.955,,"Roselli, Eros",588089,Pasticcio musicale n. 1,sheerpluck|ds=1,588091,Pasticcio musicale n. 3,sheerpluck|ds=1
0.954,same-instrumentation,"Behrend, Siegfried",535763,Volkslieder aus aller Welt - Deutschland,sheerpluck|ds=1,535773,Volkslieder aus aller Welt - Russland,sheerpluck|ds=1
0.954,same-instrumentation,"Behrend, Siegfried",535764,Volkslieder aus aller Welt - England,sheerpluck|ds=1,535766,Volkslieder aus aller Welt - Griechenland,sheerpluck|ds=1
0.954,same-instrumentation,"Gaude, Theodor",555980,"Variations sur diverses Thèmes favorites pour la Guitarre, Op.44 (Gaude, Theodor)",imslp|ds=2,555981,"Variations sur diverses Thêmes pour la Guitarre, Op.18 (Gaude, Theodor)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581135,"Guitar Sonata in A major, MS 84 No.11 (Paganini, Niccolò)",imslp|ds=2,581171,"Guitar Sonatina in C major, MS 85 No.1 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581136,"Guitar Sonata in A major, MS 84 No.12 (Paganini, Niccolò)",imslp|ds=2,581171,"Guitar Sonatina in C major, MS 85 No.1 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581136,"Guitar Sonata in A major, MS 84 No.12 (Paganini, Niccolò)",imslp|ds=2,581172,"Guitar Sonatina in C major, MS 85 No.2 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581137,"Guitar Sonata in A major, MS 84 No.17 (Paganini, Niccolò)",imslp|ds=2,581171,"Guitar Sonatina in C major, MS 85 No.1 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581138,"Guitar Sonata in A major, MS 84 No.18 (Paganini, Niccolò)",imslp|ds=2,581171,"Guitar Sonatina in C major, MS 85 No.1 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581140,"Guitar Sonata in A major, MS 84 No.21 (Paganini, Niccolò)",imslp|ds=2,581171,"Guitar Sonatina in C major, MS 85 No.1 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581140,"Guitar Sonata in A major, MS 84 No.21 (Paganini, Niccolò)",imslp|ds=2,581172,"Guitar Sonatina in C major, MS 85 No.2 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581141,"Guitar Sonata in A major, MS 84 No.23 (Paganini, Niccolò)",imslp|ds=2,581172,"Guitar Sonatina in C major, MS 85 No.2 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581141,"Guitar Sonata in A major, MS 84 No.23 (Paganini, Niccolò)",imslp|ds=2,581175,"Guitar Sonatina in D major, MS 85 No.3 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581142,"Guitar Sonata in A major, MS 84 No.26 (Paganini, Niccolò)",imslp|ds=2,581172,"Guitar Sonatina in C major, MS 85 No.2 (Paganini, Niccolò)",imslp|ds=2
0.954,same-instrumentation,"Paganini, Niccolò",581143,"Guitar Sonata in A major, MS 84 No.27 (Paganini, Niccolò)",imslp|ds=2,581172,"Guitar Sonatina in C major, MS 85 No.2 (Paganini, Niccolò)",imslp|ds=2
