score,reasons,composer,work_a_id,work_a_title,work_a_sources,work_b_id,work_b_title,work_b_sources
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552834,"Colección 1a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552835,"Colección 2a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552836,"Colección 3a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2,552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2,552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552837,"Colección 4a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2,552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552838,"Colección 5a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2,552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552839,"Colección 6a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2,552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552840,"Colección 7a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Ferrer, José",552841,"Colección 8a de Ejercicios (Ferrer, José)",imslp|ds=2,552842,"Colección 9a de Ejercicios (Ferrer, José)",imslp|ds=2
1.012,same-instrumentation,"Paganini, Niccolò",581116,"Andantino in C major, MS 89 (Paganini, Niccolò)",imslp|ds=2,581117,"Andantino in C major, MS 97 (Paganini, Niccolò)",imslp|ds=2
1.012,same-instrumentation,"Sanz, Gaspar",590304,"Dance de las Hachas, IGS 18 (Sanz, Gaspar)",imslp|ds=2,590305,"Dance de las Hachas, IGS 19 (Sanz, Gaspar)",imslp|ds=2
1.012,same-instrumentation,"Sanz, Gaspar",590328,"Passacalles, Libro III, f.48 (Sanz, Gaspar)",imslp|ds=2,590329,"Passacalles, Libro III, f.49 (Sanz, Gaspar)",imslp|ds=2
1.012,same-instrumentation,"Walter, Caspar Johannes",601594,durchscheinende Etüde V/c,sheerpluck|ds=1,601595,durchscheinende Etüde VII/c,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547800,Sonata para Guitarra No.1,sheerpluck|ds=1,547801,Sonata para Guitarra No.2,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547800,Sonata para Guitarra No.1,sheerpluck|ds=1,547802,Sonata para Guitarra No.3,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547800,Sonata para Guitarra No.1,sheerpluck|ds=1,547803,Sonata para Guitarra No.4,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547800,Sonata para Guitarra No.1,sheerpluck|ds=1,547804,Sonata para Guitarra No.5,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547800,Sonata para Guitarra No.1,sheerpluck|ds=1,547805,Sonata para Guitarra No.6,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547801,Sonata para Guitarra No.2,sheerpluck|ds=1,547802,Sonata para Guitarra No.3,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547801,Sonata para Guitarra No.2,sheerpluck|ds=1,547803,Sonata para Guitarra No.4,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547801,Sonata para Guitarra No.2,sheerpluck|ds=1,547804,Sonata para Guitarra No.5,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547801,Sonata para Guitarra No.2,sheerpluck|ds=1,547805,Sonata para Guitarra No.6,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547802,Sonata para Guitarra No.3,sheerpluck|ds=1,547803,Sonata para Guitarra No.4,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547802,Sonata para Guitarra No.3,sheerpluck|ds=1,547804,Sonata para Guitarra No.5,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547802,Sonata para Guitarra No.3,sheerpluck|ds=1,547805,Sonata para Guitarra No.6,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547803,Sonata para Guitarra No.4,sheerpluck|ds=1,547804,Sonata para Guitarra No.5,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547803,Sonata para Guitarra No.4,sheerpluck|ds=1,547805,Sonata para Guitarra No.6,sheerpluck|ds=1
1.01,same-instrumentation,"Del Puerto, David",547804,Sonata para Guitarra No.5,sheerpluck|ds=1,547805,Sonata para Guitarra No.6,sheerpluck|ds=1
1.01,same-instrumentation,"Del Vescovo, Ganesh",547850,Piccolo Divertimento No.1,sheerpluck|ds=1,547851,Piccolo Divertimento No.2,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555483,timbres artificiales no.1,sheerpluck|ds=1,555484,timbres artificiales no.2,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555483,timbres artificiales no.1,sheerpluck|ds=1,555485,timbres artificiales no.3,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555483,timbres artificiales no.1,sheerpluck|ds=1,555486,timbres artificiales no.4,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555484,timbres artificiales no.2,sheerpluck|ds=1,555485,timbres artificiales no.3,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555484,timbres artificiales no.2,sheerpluck|ds=1,555486,timbres artificiales no.4,sheerpluck|ds=1
1.01,same-instrumentation,"Garcia, Orlando Jacinto",555485,timbres artificiales no.3,sheerpluck|ds=1,555486,timbres artificiales no.4,sheerpluck|ds=1
1.01,same-instrumentation,"Rövenstrunck, Bernhard",589292,3 Preludi für 4 Guitarren,sheerpluck|ds=1,589296,6 Preludi für 4 Guitarren,sheerpluck|ds=1
1.01,same-instrumentation,"Sanz, Gaspar",590335,"Sesquialtera, Libro I, f.19 (Sanz, Gaspar)",imslp|ds=2,590336,"Sesquialtera, Libro I, f.21 (Sanz, Gaspar)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598917,"Estudio No.12 (Tárrega, Francisco)",imslp|ds=2,598925,"Estudio No.2 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598956,"Prelude No.1 (Tárrega, Francisco)",imslp|ds=2,598968,"Prelude No.21 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598958,"Prelude No.12 (Tárrega, Francisco)",imslp|ds=2,598966,"Prelude No.2 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598959,"Prelude No.13 (Tárrega, Francisco)",imslp|ds=2,598970,"Prelude No.3 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598960,"Prelude No.14 (Tárrega, Francisco)",imslp|ds=2,598971,"Prelude No.4 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598961,"Prelude No.15 (Tárrega, Francisco)",imslp|ds=2,598972,"Prelude No.5 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598962,"Prelude No.16 (Tárrega, Francisco)",imslp|ds=2,598973,"Prelude No.6 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598963,"Prelude No.17 (Tárrega, Francisco)",imslp|ds=2,598974,"Prelude No.7 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598964,"Prelude No.18 (Tárrega, Francisco)",imslp|ds=2,598975,"Prelude No.8 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Tárrega, Francisco",598965,"Prelude No.19 (Tárrega, Francisco)",imslp|ds=2,598976,"Prelude No.9 (Tárrega, Francisco)",imslp|ds=2
1.01,same-instrumentation,"Ubach, Alberto",599070,Mexican Lottery Suite III,sheerpluck|ds=1,599074,Mexican Lottery Suite VII,sheerpluck|ds=1
1.01,same-instrumentation,"Visser, Dick",600829,"Sonata No.1 for 2 Guitars (Visser, Dick)",imslp|ds=2,600830,"Sonata No.2 for 2 Guitars (Visser, Dick)",imslp|ds=2
1.009,same-instrumentation,"Paganini, Niccolò",581108,"6 Sonatas for Violin and Guitar, MS 11 (Paganini, Niccolò)",imslp|ds=2,581111,"6 Sonatas for Violin and Guitar, Ms 9 (Paganini, Niccolò)",imslp|ds=2
1.009,same-instrumentation,"Paganini, Niccolò",581109,"6 Sonatas for Violin and Guitar, MS 12 (Paganini, Niccolò)",imslp|ds=2,581111,"6 Sonatas for Violin and Guitar, Ms 9 (Paganini, Niccolò)",imslp|ds=2
1.009,same-instrumentation,"Paganini, Niccolò",581110,"6 Sonatas for Violin and Guitar, MS 13 (Paganini, Niccolò)",imslp|ds=2,581111,"6 Sonatas for Violin and Guitar, Ms 9 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Alba, Antonio",531346,"Coleccion de piezas No.1, Op.26 (Alba, Antonio)",imslp|ds=2,531347,"Coleccion de piezas No.2, Op.27 (Alba, Antonio)",imslp|ds=2
1.008,same-instrumentation,"Calegari, Francesco",541049,"3 Themes with Variations, Op.7 (Calegari, Francesco)",imslp|ds=2,541051,"6 Themes with Variations, Op.12 (Calegari, Francesco)",imslp|ds=2
1.008,same-instrumentation,"Carollo, John",542006,Guitar Petite Suite No.1,sheerpluck|ds=1,542007,Guitar Petite Suite No.2,sheerpluck|ds=1
1.008,same-instrumentation,"Küffner, Joseph",568725,"Serenade for Flute, Viola and Guitar, Op.1 (Küffner, Joseph)",imslp|ds=2,568735,"Serenade for Flute, Violin and Guitar, Op.98 (Küffner, Joseph)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575084,"Preludio No.1 for Guitar (Melangola, Roberto)",imslp|ds=2,575085,"Preludio No.2 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575084,"Preludio No.1 for Guitar (Melangola, Roberto)",imslp|ds=2,575086,"Preludio No.3 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575084,"Preludio No.1 for Guitar (Melangola, Roberto)",imslp|ds=2,575087,"Preludio No.4 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575085,"Preludio No.2 for Guitar (Melangola, Roberto)",imslp|ds=2,575086,"Preludio No.3 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575085,"Preludio No.2 for Guitar (Melangola, Roberto)",imslp|ds=2,575087,"Preludio No.4 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Melangola, Roberto",575086,"Preludio No.3 for Guitar (Melangola, Roberto)",imslp|ds=2,575087,"Preludio No.4 for Guitar (Melangola, Roberto)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581141,"Guitar Sonata in A major, MS 84 No.23 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581142,"Guitar Sonata in A major, MS 84 No.26 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581143,"Guitar Sonata in A major, MS 84 No.27 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581144,"Guitar Sonata in A major, MS 84 No.30 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581145,"Guitar Sonata in A major, MS 84 No.34 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581146,"Guitar Sonata in A major, MS 84 No.36 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581147,"Guitar Sonata in A major, MS 84 No.37 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581148,"Guitar Sonata in C major, MS 84 No.13 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581149,"Guitar Sonata in C major, MS 84 No.15 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581150,"Guitar Sonata in C major, MS 84 No.19 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581153,"Guitar Sonata in C major, MS 84 No.31 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581156,"Guitar Sonata in D major, MS 84 No.10 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581159,"Guitar Sonata in E major, MS 84 No.16 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581134,"Guitar Sonata in A major, MS 84 No.1 (Paganini, Niccolò)",imslp|ds=2,581163,"Guitar Sonata in F major, MS 84 No.14 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581135,"Guitar Sonata in A major, MS 84 No.11 (Paganini, Niccolò)",imslp|ds=2,581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581137,"Guitar Sonata in A major, MS 84 No.17 (Paganini, Niccolò)",imslp|ds=2,581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581137,"Guitar Sonata in A major, MS 84 No.17 (Paganini, Niccolò)",imslp|ds=2,581165,"Guitar Sonata in F major, MS 84 No.7 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581138,"Guitar Sonata in A major, MS 84 No.18 (Paganini, Niccolò)",imslp|ds=2,581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581138,"Guitar Sonata in A major, MS 84 No.18 (Paganini, Niccolò)",imslp|ds=2,581170,"Guitar Sonata in G major, MS 84 No.8 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581144,"Guitar Sonata in A major, MS 84 No.30 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581145,"Guitar Sonata in A major, MS 84 No.34 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581146,"Guitar Sonata in A major, MS 84 No.36 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581147,"Guitar Sonata in A major, MS 84 No.37 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581151,"Guitar Sonata in C major, MS 84 No.20 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581157,"Guitar Sonata in D major, MS 84 No.22 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581160,"Guitar Sonata in E major, MS 84 No.25 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581161,"Guitar Sonata in E major, MS 84 No.32 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581166,"Guitar Sonata in G major, MS 84 No.24 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581167,"Guitar Sonata in G major, MS 84 No.28 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581139,"Guitar Sonata in A major, MS 84 No.2 (Paganini, Niccolò)",imslp|ds=2,581168,"Guitar Sonata in G major, MS 84 No.29 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581141,"Guitar Sonata in A major, MS 84 No.23 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581142,"Guitar Sonata in A major, MS 84 No.26 (Paganini, Niccolò)",imslp|ds=2,581164,"Guitar Sonata in F major, MS 84 No.6 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581143,"Guitar Sonata in A major, MS 84 No.27 (Paganini, Niccolò)",imslp|ds=2,581165,"Guitar Sonata in F major, MS 84 No.7 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581144,"Guitar Sonata in A major, MS 84 No.30 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581145,"Guitar Sonata in A major, MS 84 No.34 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581145,"Guitar Sonata in A major, MS 84 No.34 (Paganini, Niccolò)",imslp|ds=2,581158,"Guitar Sonata in D major, MS 84 No.4 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581146,"Guitar Sonata in A major, MS 84 No.36 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581146,"Guitar Sonata in A major, MS 84 No.36 (Paganini, Niccolò)",imslp|ds=2,581164,"Guitar Sonata in F major, MS 84 No.6 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581147,"Guitar Sonata in A major, MS 84 No.37 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581147,"Guitar Sonata in A major, MS 84 No.37 (Paganini, Niccolò)",imslp|ds=2,581165,"Guitar Sonata in F major, MS 84 No.7 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581148,"Guitar Sonata in C major, MS 84 No.13 (Paganini, Niccolò)",imslp|ds=2,581154,"Guitar Sonata in C major, MS 84 No.9 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581149,"Guitar Sonata in C major, MS 84 No.15 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581149,"Guitar Sonata in C major, MS 84 No.15 (Paganini, Niccolò)",imslp|ds=2,581154,"Guitar Sonata in C major, MS 84 No.9 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581149,"Guitar Sonata in C major, MS 84 No.15 (Paganini, Niccolò)",imslp|ds=2,581169,"Guitar Sonata in G major, MS 84 No.5 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581150,"Guitar Sonata in C major, MS 84 No.19 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581151,"Guitar Sonata in C major, MS 84 No.20 (Paganini, Niccolò)",imslp|ds=2,581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581151,"Guitar Sonata in C major, MS 84 No.20 (Paganini, Niccolò)",imslp|ds=2,581154,"Guitar Sonata in C major, MS 84 No.9 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2,581161,"Guitar Sonata in E major, MS 84 No.32 (Paganini, Niccolò)",imslp|ds=2
1.008,same-instrumentation,"Paganini, Niccolò",581152,"Guitar Sonata in C major, MS 84 No.3 (Paganini, Niccolò)",imslp|ds=2,581162,"Guitar Sonata in E major, MS 84 No.35 (Paganini, Niccolò)",imslp|ds=2
